ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x17f7,CUS_0x6a1b,October,Toonkeln,33,252-50-2326,Accountant,30788.44,,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",53,19,21.73,9.0,_,3470.08,26.31821955912509,1 Years and 11 Months,Yes,114.533020898938,89.59847377221806,High_spent_Small_value_payments,318.23883866217733,Poor
0x17f8,CUS_0x6a1b,November,Toonkeln,33_,252-50-2326,Accountant,30788.44,2623.703333333333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",50,21,20.73,9.0,Bad,3470.08,36.226656344628886,2 Years and 0 Months,Yes,114.533020898938,296.1071984225468,Low_spent_Small_value_payments,141.7301140118485,Standard
0x17f9,CUS_0x6a1b,December,Toonkeln,33,252-50-2326,Accountant,30788.44,2623.703333333333,7,9,31,6_,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",44,20,17.73,13.0,Bad,3470.08,33.491468635341825,2 Years and 1 Months,Yes,114.533020898938,343.2481544688096,Low_spent_Small_value_payments,94.5891579655858,Standard
0x1802,CUS_0x9bc1,September,Jaisinghanij,42,445-18-4420,Architect,20574.47,1740.539166666667,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",6,10,14.74,11.0,Standard,749.95,39.73211698649768,11 Years and 7 Months,Yes,49.348666321498655,65.93064944867074,Low_spent_Large_value_payments,328.7746008964973,Standard
0x1803,CUS_0x9bc1,October,Jaisinghanij,42,445-18-4420,Architect,20574.47,1740.539166666667,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",6,12,10.74,11.0,Standard,749.95,34.37783509597484,11 Years and 8 Months,Yes,49.348666321498655,43.565264788859864,High_spent_Large_value_payments,321.13998555630815,Standard
0x1804,CUS_0x9bc1,November,Jaisinghanij,43,445-18-4420,Architect,20574.47,1740.539166666667,6,3,14,4_,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",4,9,13.74,11.0,Standard,749.95,35.52711862461349,11 Years and 9 Months,NM,49.348666321498655,197.43938085889232,Low_spent_Small_value_payments,217.2658694862757,Standard
0x1805,CUS_0x9bc1,December,Jaisinghanij,43,445-18-4420,Architect,20574.47,1740.539166666667,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",6,12,14.74,11.0,Standard,749.95,27.44347031492073,11 Years and 10 Months,Yes,49.348666321498655,23.560489889358077,!@9#%8,341.14476045580994,Standard
0x180e,CUS_0xc65,September,Pomeroyi,339,473-91-5845,_______,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",13,6,9.2,1.0,Good,949.38,31.242582087119523,31 Years and 3 Months,No,364.9151774048712,998.6343354897116,Low_spent_Large_value_payments,149.71148710541732,Standard
0x180f,CUS_0xc65,October,,22,473-91-5845,Lawyer,148699.32,,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",13,6,9.2,1.0,Good,949.38,26.680126079571075,31 Years and 4 Months,NM,364.9151774048712,517.9338869302671,!@9#%8,610.4119356648617,Standard
0x1810,CUS_0xc65,November,Pomeroyi,22,473-91-5845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",13,4,9.2,1.0,Good,949.38,32.94616475327622,31 Years and 5 Months,No,364.9151774048712,1049.8682168332366,Low_spent_Medium_value_payments,108.47760576189216,Standard
0x1811,CUS_0xc65,December,Pomeroyi,22,473-91-5845,Lawyer,148699.32,12432.61,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",13,6,9.2,1.0,Good,949.38,30.13624117588956,31 Years and 6 Months,No,364.9151774048712,296.80468401164023,High_spent_Large_value_payments,821.5411385834888,Standard
0x181a,CUS_0xaedb,September,Olivia Oranr,20,272-47-1135,Musician,85554.03,7185.5025,4,2,3,0,,10,4,6.43,3.0,Good,1095.73,37.215288262387006,20 Years and 3 Months,No,0.0,212.00664451387192,Low_spent_Large_value_payments,776.5436054861283,Good
0x181b,CUS_0xaedb,October,Olivia Oranr,20,272-47-1135,Musician,85554.03,7185.5025,4,2,3,0,,12,8,6.43,3.0,_,1095.73,32.89858445852859,20 Years and 4 Months,No,0.0,57.04699053352163,High_spent_Large_value_payments,901.5032594664784,Good
0x181c,CUS_0xaedb,November,Olivia Oranr,20,272-47-1135,Musician,85554.03,7185.5025,4,2,3,-100,,7,7,12.43,3.0,Good,1095.73,30.4536649314624,20 Years and 5 Months,No,0.0,206.31338055888486,High_spent_Small_value_payments,772.2368694411152,Good
0x181d,CUS_0xaedb,December,Olivia Oranr,20,272-47-1135,Musician,85554.03,7185.5025,4,2,3,0,,9,7,6.43,3.0,Good,1095.73,23.541373517099988,20 Years and 6 Months,No,0.0,__10000__,Low_spent_Small_value_payments,100.66867759044248,Good
0x1826,CUS_0x8e9b,September,Rachelle Younglaic,16,925-51-5335,Entrepreneur,55829.79,4369.4825,10,10,18,8,"Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan",30,21,27.99,11.0,Bad,3422.49,36.47040878115544,11 Years and 1 Months,Yes,314.90178526768176,349.47676962445365,Low_spent_Small_value_payments,62.56969510786456,Standard
0x1827,CUS_0x8e9b,October,Rachelle Younglaic,16,925-51-5335,Entrepreneur,55829.79,4369.4825,10,914,18,8,"Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan",30,18,27.99,11.0,Bad,3422.49,37.749720192245775,11 Years and 2 Months,Yes,314.90178526768176,79.93896964172495,!@9#%8,302.1074950905933,Standard
0x1828,CUS_0x8e9b,November,Rachelle Younglaic,16,925-51-5335,Entrepreneur,55829.79,4369.4825,10,10,18,8,"Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan",30,16,27.99,11.0,Bad,3422.49,25.42853525508577,11 Years and 3 Months,Yes,314.90178526768176,374.60610659022217,Low_spent_Medium_value_payments,27.440358142096105,Standard
0x1829,CUS_0x8e9b,December,Rachelle Younglaic,16,925-51-5335,Entrepreneur,55829.79,4369.4825,10,10,4224,8,"Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan",34,20,27.99,15.0,Bad,3422.49,26.42666790426557,11 Years and 4 Months,Yes,314.90178526768176,137.49104896203892,High_spent_Medium_value_payments,234.55541577027927,Good
0x1832,CUS_0x609d,September,Shupingu,27,#F%$D@*&8,Architect,14165.23,1057.4358333333332,7,10,33,9,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan",54,24,8.82,11.0,Bad,2797.17,37.84559431933441,14 Years and 7 Months,Yes,58.86844083860843,124.5051788964826,Low_spent_Small_value_payments,212.3699635982423,Poor
0x1833,CUS_0x609d,October,Shupingu,27,911-47-6879,Architect,14165.23,,7,10,33,9,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan",59,27,8.82,12.0,Bad,2797.17,32.39193289599275,14 Years and 8 Months,Yes,58.86844083860843,53.59293401625869,Low_spent_Large_value_payments,263.2822084784662,Standard
0x1834,CUS_0x609d,November,Shupingu,27,911-47-6879,Architect,14165.23,1057.4358333333332,7,10,33,9,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan",59,21,11.82,12.0,Bad,2797.17,31.29995338554643,14 Years and 9 Months,NM,58.86844083860843,83.52892532375137,Low_spent_Medium_value_payments,243.34621717097357,Standard
0x1835,CUS_0x609d,December,Shupingu,28,911-47-6879,Architect,14165.23_,1057.4358333333332,7,10,33,9,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan",59,,8.82,12.0,Bad,2797.17,35.456805235533096,14 Years and 10 Months,Yes,58.86844083860843,60.48352854619142,Low_spent_Large_value_payments,256.3916139485335,Standard
0x183e,CUS_0x75c6,September,"""John ODonnell""p",30,587-65-8904,Teacher,87215.68,7489.973333333332,2,6,8,2,"Auto Loan, and Payday Loan",0,5,10.98,0.0,Good,680.77,32.853999680614216,21 Years and 4 Months,NM,121.68201673654264,85.0897706786984,High_spent_Medium_value_payments,792.2255459180922,Good
0x183f,CUS_0x75c6,October,"""John ODonnell""p",30,587-65-8904,Teacher,87215.68,7489.973333333332,2,6,8,2,"Auto Loan, and Payday Loan",2,,_,0.0,_,680.77,28.21804729180263,21 Years and 5 Months,No,121.68201673654264,183.96523494175662,High_spent_Large_value_payments,683.3500816550338,Good
0x1840,CUS_0x75c6,November,"""John ODonnell""p",31,587-65-8904,Teacher,87215.68,,2,6,8,2_,"Auto Loan, and Payday Loan",2,6,10.98,0.0,Good,680.77,32.38764952831312,21 Years and 6 Months,No,121.68201673654264,197.16439131518337,High_spent_Small_value_payments,690.1509252816072,Good
0x1841,CUS_0x75c6,December,"""John ODonnell""p",31,587-65-8904,Teacher,87215.68,7489.973333333332,2,6,8,2,"Auto Loan, and Payday Loan",2,6,10.98,0.0,Good,680.77,26.45454790745145,21 Years and 7 Months,No,121.68201673654264,579.8625969032331,Low_spent_Large_value_payments,317.4527196935575,Good
0x184a,CUS_0x9b3c,September,Scheydere,43,224-48-7837,Lawyer,81842.28,6810.19,10,9,25,9,"Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan",20,19,16.25,11.0,Bad,3053.16,25.35635928552024,1 Years and 0 Months,Yes,574.0657978713467,,High_spent_Large_value_payments,253.63568255067503,Poor
0x184b,CUS_0x9b3c,October,Scheydere,43,224-48-7837,Lawyer,81842.28,6810.19,10,9,25,9,"Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan",20,19,16.25,11.0,Bad,3053.16,34.64095601413508,1 Years and 1 Months,Yes,574.0657978713467,55.371438115591175,High_spent_Large_value_payments,291.581764013062,Poor
0x184c,CUS_0x9b3c,November,Scheydere,43,#F%$D@*&8,Lawyer,81842.28,6810.19,10,9,25,9,"Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan",20,19,16.25,11.0,Bad,3053.16_,23.30206030990575,1 Years and 2 Months,NM,574.0657978713467,286.78293748662134,High_spent_Medium_value_payments,70.17026464203178,Poor
0x184d,CUS_0x9b3c,December,Scheydere,44,224-48-7837,Lawyer,81842.28,,10,9,25,9,"Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan",24,19,15.25,11.0,_,3053.16,24.38899990595345,1 Years and 3 Months,NM,574.0657978713467,556.7759136580313,Low_spent_Large_value_payments,,Poor
0x1856,CUS_0x22a3,September,Nate Raymondj,38,#F%$D@*&8,Doctor,95956.5,8279.375,8,4,11,2,"Personal Loan, and Student Loan",24,10,11.94,2.0,Standard,1079.73,28.70248625360616,,No,95.5216287821567,202.57170087168254,High_spent_Large_value_payments,769.8441703461607,Standard
0x1857,CUS_0x22a3,October,Nate Raymondj,39,477-90-5881,Doctor,95956.5,8279.375,8,4,11,2,"Personal Loan, and Student Loan",23,,11.94,7.0,Standard,1079.73,31.37134357228205,32 Years and 4 Months,No,95.5216287821567,757.6442086801815,Low_spent_Small_value_payments,264.771662537662,Standard
0x1858,CUS_0x22a3,November,Nate Raymondj,39,477-90-5881,Doctor,95956.5,8279.375,8,4,11,2,"Personal Loan, and Student Loan",28,10,12.94,7.0,Standard,1079.73,41.72201510339915,32 Years and 5 Months,No,95.5216287821567,206.3335930448604,High_spent_Large_value_payments,766.0822781729829,Standard
0x1859,CUS_0x22a3,December,Nate Raymondj,39,477-90-5881,Doctor,95956.5,8279.375,8,4,11,2,"Personal Loan, and Student Loan",23,10,7.939999999999999,7.0,Standard,1079.73,28.91782480697284,32 Years and 6 Months,No,95.5216287821567,437.49003829964835,Low_spent_Medium_value_payments,574.9258329181949,Standard
